1140.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	0.000
1140.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.501	-999.250	2.000
1141.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.507	-999.250	2.000
1141.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.508	-999.250	2.000
1142.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.506	-999.250	2.000
1142.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.507	-999.250	2.000
1143.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.508	-999.250	2.000
1143.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.507	-999.250	2.000
1144.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.503	-999.250	2.000
1144.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.493	-999.250	2.000
1145.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.484	-999.250	2.000
1145.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.480	-999.250	2.000
1146.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.473	-999.250	2.000
1146.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.470	-999.250	2.000
1147.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.472	-999.250	2.000
1147.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.470	-999.250	2.000
1148.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.472	-999.250	2.000
1148.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.474	-999.250	2.000
1149.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.489	-999.250	2.000
1149.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.550	-999.250	2.000
1150.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.657	-999.250	2.000
1150.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.737	-999.250	2.000
1151.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.738	-999.250	2.000
1151.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.678	-999.250	2.000
1152.000	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.573	-999.250	2.000
1152.500	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	-999.250	1.497	-999.250	2.000
