1062.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1063.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.53800	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1063.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.07850	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1064.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.07850	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1064.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	57.97800	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1065.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	57.97800	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1065.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	54.35200	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1066.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	54.35200	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1066.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.44550	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1067.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.44550	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1067.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	57.33650	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1068.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	57.33650	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1068.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	52.31250	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1069.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	52.31250	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1069.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	50.03200	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1070.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	50.03200	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1070.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	45.39750	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1071.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	45.39750	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1071.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	50.11000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1072.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	50.11000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1072.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	46.80650	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1073.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	46.80650	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1073.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	46.57250	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1074.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	46.57250	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1074.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	44.77450	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1075.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	44.77450	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1075.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	47.01400	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1076.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	47.01400	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1076.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	47.47000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1077.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	47.47000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1077.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.05950	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1078.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.05950	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1078.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	53.41350	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1079.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	53.41350	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1079.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	51.33350	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1080.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	51.33350	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1080.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.46000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1081.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.46000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1081.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.06350	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1082.00000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	48.06350	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
1082.50000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	46.85450	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	-999.25000	0.00000		-999.25
