1062.5000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1063.0000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	48.5380	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1063.5000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	48.0785	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1064.0000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	48.0785	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1064.5000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	57.9780	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1065.0000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	57.9780	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1065.5000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	54.3520	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1066.0000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	54.3520	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1066.5000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	48.4455	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
1067.0000	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	48.4455	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	0.0000	-999.2500	-999.2500	-999.2500
