1.2460E+01	1.8080E+01	1.4694E+10	3.7348E+01	9.0070E+09	5.9423E+00	3.2870E+03	1.4000E+02	5
1.8191E+01	1.9696E+01	1.3400E+10	3.2756E+01	7.9397E+09	6.6542E+00	3.2880E+03	1.4000E+02	4
2.2728E+01	2.1455E+01	1.0396E+10	3.2313E+01	7.0033E+09	7.0085E+00	3.2890E+03	1.4000E+02	4
2.3076E+01	2.2659E+01	8.2721E+09	3.1113E+01	5.9883E+09	8.6878E+00	3.2900E+03	1.4000E+02	4
2.2810E+01	2.2737E+01	7.0265E+09	2.5805E+01	4.7870E+09	1.0556E+01	3.2910E+03	1.4000E+02	4
2.5546E+01	2.3240E+01	6.2858E+09	2.4066E+01	4.2874E+09	1.0920E+01	3.2920E+03	1.4000E+02	4
2.4673E+01	2.3701E+01	7.4113E+09	2.6075E+01	4.2609E+09	1.0456E+01	3.2930E+03	1.4000E+02	4
2.4454E+01	2.3521E+01	8.7139E+09	2.6694E+01	4.5214E+09	1.0633E+01	3.2940E+03	1.4000E+02	4
2.3901E+01	2.3034E+01	1.0210E+10	2.5707E+01	4.7525E+09	1.0360E+01	3.2950E+03	1.4000E+02	4
2.2926E+01	2.2726E+01	1.0397E+10	2.5869E+01	4.9560E+09	9.5819E+00	3.2960E+03	1.4000E+02	4
2.3104E+01	2.2664E+01	1.0132E+10	2.6338E+01	5.3036E+09	1.0128E+01	3.2970E+03	1.4000E+02	4
2.1627E+01	2.2670E+01	1.0324E+10	2.5663E+01	5.4715E+09	1.1312E+01	3.2980E+03	1.4000E+02	4
2.1190E+01	2.2731E+01	1.0788E+10	2.4969E+01	5.5113E+09	1.0737E+01	3.2990E+03	1.4000E+02	4
2.2566E+01	2.2739E+01	1.1389E+10	2.4817E+01	5.5287E+09	9.8203E+00	3.3000E+03	1.4000E+02	4
2.2892E+01	2.2762E+01	1.1873E+10	2.4365E+01	5.4415E+09	1.2122E+01	3.3010E+03	1.4000E+02	4
2.2386E+01	2.3099E+01	1.1331E+10	2.4584E+01	5.3958E+09	1.4106E+01	3.3020E+03	1.4000E+02	4
2.3043E+01	2.3663E+01	1.1118E+10	2.5978E+01	5.5229E+09	1.3995E+01	3.3030E+03	1.4000E+02	3
2.4037E+01	2.3994E+01	1.1077E+10	2.7003E+01	5.6005E+09	1.4107E+01	3.3040E+03	1.4000E+02	3
2.4985E+01	2.4239E+01	1.1090E+10	2.7480E+01	5.4633E+09	1.6056E+01	3.3050E+03	1.4000E+02	3
2.5934E+01	2.4832E+01	1.1061E+10	2.8243E+01	5.4015E+09	1.6838E+01	3.3060E+03	1.4000E+02	3
2.3840E+01	2.6249E+01	1.1042E+10	3.1778E+01	5.5544E+09	1.5683E+01	3.3070E+03	1.4000E+02	3
2.3300E+01	2.6836E+01	1.1379E+10	3.1669E+01	5.9855E+09	1.5895E+01	3.3080E+03	1.4000E+02	1
2.8379E+01	2.6757E+01	1.2259E+10	2.8138E+01	6.3595E+09	1.7673E+01	3.3090E+03	1.4000E+02	1
